Date,ppm
2/5/1983,342.02
2/12/1983,342.79
2/19/1983,342.52
2/26/1983,342.86
3/5/1983,342.4
3/12/1983,342.6
3/19/1983,344.08
3/26/1983,343.83
4/2/1983,344.04
4/9/1983,344.91
4/16/1983,345.09
4/23/1983,345.34
4/30/1983,345.48
5/7/1983,345.45
5/14/1983,345.79
5/21/1983,345.87
5/28/1983,345.78
6/4/1983,345.7
6/11/1983,345.62
6/18/1983,345.06
6/25/1983,344.99
7/2/1983,344.76
7/9/1983,344.61
7/16/1983,343.75
7/23/1983,343.68
7/30/1983,342.62
8/6/1983,343.07
8/13/1983,341.72
8/20/1983,342.16
8/27/1983,341.82
9/3/1983,339.96
9/10/1983,340.01
9/17/1983,339.88
9/24/1983,340
10/1/1983,339.89
10/8/1983,339.77
10/15/1983,340.13
10/22/1983,340.26
10/29/1983,340.38
11/5/1983,340.81
11/12/1983,341.01
11/19/1983,341.18
11/26/1983,341.7
12/3/1983,341.87
12/10/1983,342.85
12/17/1983,343.39
12/24/1983,343.6
12/31/1983,343.46
1/7/1984,343.91
1/14/1984,343.59
1/21/1984,343.62
1/28/1984,344.28
2/4/1984,344.47
2/11/1984,344.69
2/18/1984,344.44
2/25/1984,344.8
3/3/1984,344.99
3/10/1984,345.06
3/17/1984,345.56
3/24/1984,345.79
4/28/1984,347.57
5/5/1984,347.58
5/12/1984,347.87
5/19/1984,347.45
5/26/1984,347.12
6/2/1984,347.18
6/9/1984,347.1
6/16/1984,346.97
6/23/1984,346.45
6/30/1984,346.32
7/7/1984,345.9
7/14/1984,345.55
7/21/1984,345.32
7/28/1984,344.55
8/4/1984,344.12
8/11/1984,344.19
8/18/1984,343.25
8/25/1984,342.11
9/1/1984,341.71
9/8/1984,340.71
9/15/1984,341.43
9/22/1984,341.37
9/29/1984,340.9
10/6/1984,341.24
10/13/1984,341.35
10/20/1984,341.96
10/27/1984,341.72
11/3/1984,342.06
11/10/1984,342.69
11/17/1984,343.18
11/24/1984,343.79
12/1/1984,343.64
12/8/1984,343.98
12/15/1984,344.26
12/22/1984,344.61
12/29/1984,344.6
1/5/1985,344.8
1/12/1985,345.03
1/19/1985,345.03
1/26/1985,345.1
2/2/1985,345.97
2/9/1985,345.56
2/16/1985,345.84
2/23/1985,346.38
3/2/1985,346.78
3/9/1985,347.12
3/16/1985,347.59
3/23/1985,347.71
3/30/1985,348.27
4/6/1985,348.04
4/13/1985,348.08
4/20/1985,348.52
4/27/1985,348.83
5/4/1985,348.89
5/11/1985,349.3
5/18/1985,349.17
5/25/1985,348.17
6/1/1985,349.04
6/8/1985,348.48
6/15/1985,348.22
6/22/1985,347.88
6/29/1985,347.45
7/6/1985,346.88
7/13/1985,346.78
7/20/1985,346.4
7/27/1985,345.76
8/10/1985,344.67
8/17/1985,344.47
8/24/1985,344.35
8/31/1985,343.73
9/7/1985,344.26
9/14/1985,343.34
9/21/1985,342.43
9/28/1985,342.1
10/5/1985,342.37
10/12/1985,342.48
10/19/1985,343.11
10/26/1985,343.2
11/2/1985,343.36
11/9/1985,343.75
11/16/1985,344.22
11/23/1985,344.62
11/30/1985,345.27
12/7/1985,345.34
12/14/1985,345.65
12/21/1985,345.15
12/28/1985,346.28
1/4/1986,346.42
1/11/1986,346.07
1/18/1986,346.23
1/25/1986,346.44
2/1/1986,346.2
2/8/1986,346.82
2/15/1986,347.16
2/22/1986,347.18
3/1/1986,347.04
3/8/1986,346.63
3/15/1986,347.2
3/22/1986,349.13
3/29/1986,348.85
4/5/1986,349.19
4/12/1986,349.42
4/19/1986,349.32
4/26/1986,350.18
5/3/1986,349.97
5/10/1986,350.12
5/17/1986,350.21
5/24/1986,350.11
5/31/1986,350.16
6/7/1986,349.71
6/14/1986,349.52
6/21/1986,349.46
6/28/1986,348.9
7/5/1986,348.67
7/12/1986,347.75
7/19/1986,347.59
7/26/1986,347.39
8/2/1986,346.63
8/9/1986,346.21
8/16/1986,345.57
8/23/1986,345.6
8/30/1986,345.25
9/6/1986,345.03
9/13/1986,345.3
9/20/1986,344.41
9/27/1986,344.49
10/4/1986,343.97
10/11/1986,344.1
10/18/1986,343.98
10/25/1986,344.55
11/1/1986,345.15
11/8/1986,345.33
11/15/1986,345.61
11/22/1986,345.7
11/29/1986,346.39
12/6/1986,346.9
12/13/1986,346.75
12/20/1986,346.95
12/27/1986,347.06
1/3/1987,347.6
1/10/1987,348.35
1/17/1987,348.25
1/24/1987,347.94
1/31/1987,348.01
2/7/1987,347.89
2/14/1987,348.24
2/21/1987,348.53
2/28/1987,349.46
3/7/1987,348.83
3/14/1987,349.26
3/21/1987,349.78
3/28/1987,350.19
4/4/1987,350.81
4/11/1987,350.26
4/18/1987,351.18
4/25/1987,351.38
5/2/1987,351.42
5/9/1987,351.99
5/16/1987,351.71
5/23/1987,351.9
5/30/1987,351.77
6/6/1987,351.64
6/13/1987,351.16
6/20/1987,350.99
6/27/1987,350.93
7/4/1987,349.75
7/11/1987,349.83
7/18/1987,348.86
7/25/1987,349.5
8/1/1987,349.03
8/8/1987,348.14
8/15/1987,348.61
8/22/1987,348
8/29/1987,346.7
9/5/1987,347.04
9/12/1987,346.64
9/19/1987,346.28
9/26/1987,345.84
10/3/1987,345.5
10/10/1987,346.07
10/17/1987,346.32
10/24/1987,346.53
10/31/1987,346.64
11/7/1987,347.07
11/14/1987,347.38
11/21/1987,347.89
11/28/1987,348.48
12/5/1987,348.39
12/12/1987,348.55
12/19/1987,348.85
12/26/1987,349.02
1/2/1988,349.51
1/9/1988,350.01
1/16/1988,349.94
1/23/1988,350.52
1/30/1988,350.95
2/6/1988,351.54
2/13/1988,351.04
2/20/1988,351.27
2/27/1988,352.29
3/5/1988,352.62
3/12/1988,351.62
3/19/1988,351.52
3/26/1988,351.97
4/2/1988,352.87
4/9/1988,353.31
4/16/1988,352.89
4/23/1988,353.75
4/30/1988,353.98
5/7/1988,353.51
5/14/1988,354.05
5/21/1988,354.27
5/28/1988,353.95
6/4/1988,353.93
6/11/1988,353.95
6/18/1988,353.36
6/25/1988,352.95
7/2/1988,352.84
7/9/1988,352.32
7/16/1988,352.41
7/23/1988,351.72
7/30/1988,350.89
8/6/1988,350.71
8/13/1988,350.06
8/20/1988,350.26
8/27/1988,349.38
9/3/1988,349.15
9/10/1988,348.5
9/17/1988,348.72
9/24/1988,347.96
10/1/1988,348.59
10/8/1988,348.65
10/15/1988,348.46
10/22/1988,349.2
10/29/1988,349.07
11/5/1988,349.56
11/12/1988,349.67
11/19/1988,349.96
11/26/1988,350.26
12/3/1988,350.28
12/10/1988,350.8
12/17/1988,351.38
12/24/1988,351.14
12/31/1988,352.19
1/7/1989,352.56
1/14/1989,352.76
1/21/1989,352.3
1/28/1989,352.85
2/4/1989,352.62
2/11/1989,352.43
2/18/1989,353.01
2/25/1989,353.27
3/4/1989,352.97
3/11/1989,353.26
3/18/1989,353.35
3/25/1989,354.28
4/1/1989,354.36
4/8/1989,354.85
4/15/1989,355.21
4/22/1989,355.81
4/29/1989,355.7
5/6/1989,355.16
5/13/1989,355.62
5/20/1989,355.44
5/27/1989,355.56
6/3/1989,355.6
6/10/1989,354.89
6/17/1989,354.67
6/24/1989,354.7
7/1/1989,354.3
7/8/1989,354.56
7/15/1989,353.65
7/22/1989,352.99
7/29/1989,353.01
8/5/1989,352.42
8/12/1989,352.04
8/19/1989,350.96
8/26/1989,350.23
9/2/1989,350.59
9/9/1989,350.08
9/16/1989,349.21
9/23/1989,349.11
9/30/1989,349.51
10/7/1989,349.77
10/14/1989,349.54
10/21/1989,350.04
10/28/1989,350.27
11/4/1989,350.46
11/11/1989,351.09
11/18/1989,351.4
11/25/1989,351.26
12/2/1989,351.89
12/9/1989,351.96
12/16/1989,352.28
12/23/1989,352.39
12/30/1989,353.24
1/6/1990,353.27
1/13/1990,353.35
1/20/1990,353.6
1/27/1990,353.76
2/3/1990,353.93
2/10/1990,354.82
2/17/1990,354.67
2/24/1990,354.59
3/3/1990,355.52
3/10/1990,354.79
3/17/1990,355.64
3/24/1990,354.97
3/31/1990,355.75
4/7/1990,355.97
4/14/1990,355.7
4/21/1990,356.48
4/28/1990,355.98
5/5/1990,357.1
5/12/1990,356.9
5/19/1990,356.79
5/26/1990,356.93
6/2/1990,356.82
6/9/1990,356.44
6/16/1990,355.49
6/23/1990,355.33
6/30/1990,355.6
7/7/1990,355.32
7/14/1990,353.81
7/21/1990,354.39
7/28/1990,354.53
8/4/1990,353.36
8/11/1990,353.04
8/18/1990,352.73
8/25/1990,351.81
9/1/1990,350.8
9/8/1990,350.56
9/15/1990,351.14
9/22/1990,350.78
9/29/1990,350.73
10/6/1990,350.91
10/13/1990,350.89
10/20/1990,351.28
10/27/1990,351.28
11/3/1990,351.93
11/10/1990,352.43
11/17/1990,352.85
11/24/1990,352.99
12/1/1990,353.42
12/8/1990,353.88
12/15/1990,353.67
12/22/1990,354.31
12/29/1990,354.7
1/5/1991,354.08
1/12/1991,354.53
1/19/1991,354.67
1/26/1991,354.85
2/2/1991,355.03
2/9/1991,355.03
2/16/1991,356.21
2/23/1991,355.64
3/2/1991,356.21
3/9/1991,357.01
3/16/1991,357.49
3/23/1991,356.76
3/30/1991,357.74
4/6/1991,358.12
4/13/1991,357.64
4/20/1991,358.99
4/27/1991,359.04
5/4/1991,358.91
5/11/1991,358.74
5/18/1991,359.83
5/25/1991,358.88
6/1/1991,358.32
6/8/1991,358.26
6/15/1991,358.02
6/22/1991,357.93
6/29/1991,357.54
7/6/1991,357.07
7/13/1991,356.35
7/20/1991,355.06
7/27/1991,355.11
8/3/1991,354.69
8/10/1991,354.4
8/17/1991,353.58
8/24/1991,352.87
8/31/1991,353.02
9/7/1991,352.86
9/14/1991,351.93
9/21/1991,351.64
9/28/1991,351.49
10/5/1991,351.51
10/12/1991,351.99
10/19/1991,352.34
10/26/1991,352.52
11/2/1991,353.27
11/9/1991,353.56
11/16/1991,353.36
11/23/1991,353.66
11/30/1991,354.15
12/7/1991,354.34
12/14/1991,354.77
12/21/1991,355.02
12/28/1991,355.3
1/4/1992,355.49
1/11/1992,355.87
1/18/1992,355.99
1/25/1992,355.76
2/1/1992,355.85
2/8/1992,356.53
2/15/1992,357.13
2/22/1992,356.8
2/29/1992,356.38
3/7/1992,357.1
3/14/1992,357.6
3/21/1992,357.98
3/28/1992,358.22
4/4/1992,358.37
4/11/1992,358.79
4/18/1992,359.55
4/25/1992,359.05
5/2/1992,359.49
5/9/1992,359.53
5/16/1992,358.4
5/23/1992,359.45
5/30/1992,360.05
6/6/1992,359.83
6/13/1992,359.28
6/20/1992,358.55
6/27/1992,358.25
7/4/1992,358.27
7/11/1992,357
7/18/1992,356.17
7/25/1992,355.9
8/1/1992,354.79
8/8/1992,355.13
8/15/1992,355.12
8/22/1992,354.39
8/29/1992,354.14
9/5/1992,353.33
9/12/1992,353.46
9/19/1992,352.17
9/26/1992,352.55
10/3/1992,353.4
10/10/1992,353.18
10/17/1992,353.04
10/24/1992,353.31
10/31/1992,353.36
11/7/1992,353.79
11/14/1992,353.66
11/21/1992,354.37
11/28/1992,354.44
12/5/1992,354.65
12/12/1992,355.17
12/19/1992,355.26
12/26/1992,355.77
1/2/1993,356.09
1/9/1993,356.76
1/16/1993,356.52
1/23/1993,356.46
1/30/1993,356.83
2/6/1993,356.42
2/13/1993,357.03
2/20/1993,357.16
2/27/1993,357.48
3/6/1993,358.19
3/13/1993,358.32
3/20/1993,357.93
3/27/1993,358.65
4/3/1993,358.97
4/10/1993,358.67
4/17/1993,359.22
4/24/1993,359.83
5/1/1993,359.42
5/8/1993,359.58
5/15/1993,360.5
5/22/1993,360.42
5/29/1993,360.15
6/5/1993,359.59
6/12/1993,359.72
6/19/1993,359.14
6/26/1993,358.96
7/3/1993,357.72
7/10/1993,357.82
7/17/1993,357.91
7/24/1993,356.5
7/31/1993,356.33
8/7/1993,355.69
8/14/1993,355.76
8/21/1993,354.71
8/28/1993,354.53
9/4/1993,354.11
9/11/1993,353.04
9/18/1993,353.62
9/25/1993,353.67
10/2/1993,353.61
10/9/1993,353.68
10/16/1993,353.81
10/23/1993,354.26
10/30/1993,354.19
11/6/1993,354.59
11/13/1993,354.97
11/20/1993,355.46
11/27/1993,355.84
12/4/1993,356.08
12/11/1993,356.34
12/18/1993,356.81
12/25/1993,357.32
1/1/1994,357.96
1/8/1994,357.94
1/15/1994,358.25
1/22/1994,358.15
1/29/1994,358.6
2/5/1994,358.31
2/12/1994,358.43
2/19/1994,358.84
2/26/1994,359.46
3/5/1994,358.59
3/12/1994,359.68
3/19/1994,360.31
3/26/1994,360.65
4/2/1994,360.5
4/9/1994,360.84
4/16/1994,360.89
4/23/1994,361.17
4/30/1994,362.08
5/7/1994,361.46
5/14/1994,361.25
5/21/1994,361.61
5/28/1994,361.74
6/4/1994,360.87
6/11/1994,360.9
6/18/1994,360.76
6/25/1994,360.53
7/2/1994,360.05
7/9/1994,359.73
7/16/1994,359.26
7/23/1994,358.83
7/30/1994,358.64
8/6/1994,357.93
8/13/1994,357.35
8/20/1994,357.46
8/27/1994,356.22
9/3/1994,356.27
9/10/1994,356.3
9/17/1994,355.29
9/24/1994,355.34
10/1/1994,355.29
10/8/1994,355.65
10/15/1994,355.92
10/22/1994,356.23
10/29/1994,356.45
11/5/1994,356.81
11/12/1994,357.24
11/19/1994,357.77
11/26/1994,357.95
12/3/1994,358.27
12/10/1994,358.97
12/17/1994,359.09
12/24/1994,358.99
12/31/1994,359.36
1/7/1995,359.52
1/14/1995,360.12
1/21/1995,359.96
1/28/1995,359.88
2/4/1995,360.51
2/11/1995,360.93
2/18/1995,360.72
2/25/1995,361.2
3/4/1995,362.05
3/11/1995,361.08
3/18/1995,360.84
3/25/1995,361.85
4/1/1995,363.65
4/8/1995,363.29
4/15/1995,363.19
4/22/1995,362.74
4/29/1995,363.43
5/6/1995,363.09
5/13/1995,363.96
5/20/1995,364.03
5/27/1995,363.32
6/3/1995,363.77
6/10/1995,363.32
6/17/1995,362.81
6/24/1995,362.66
7/1/1995,362.38
7/8/1995,362.12
7/15/1995,361.83
7/22/1995,361.43
7/29/1995,360.83
8/5/1995,360.3
8/12/1995,359.06
8/19/1995,358.57
8/26/1995,359.15
9/2/1995,357.23
9/9/1995,358.36
9/16/1995,358.44
9/23/1995,358.06
9/30/1995,357.42
10/7/1995,357.51
10/14/1995,357.46
10/21/1995,357.9
10/28/1995,358.09
11/4/1995,359.05
11/11/1995,359.29
11/18/1995,359.55
11/25/1995,359.73
12/2/1995,359.99
12/9/1995,360.29
12/16/1995,360.39
12/23/1995,360.75
12/30/1995,361.59
1/6/1996,361.67
1/13/1996,361.92
1/20/1996,362.03
1/27/1996,362.09
2/3/1996,362.54
2/10/1996,362.99
2/17/1996,362.87
2/24/1996,363.89
3/2/1996,363.7
3/9/1996,363.53
3/16/1996,363.96
3/23/1996,364.4
3/30/1996,364.21
4/6/1996,364.44
4/13/1996,364.76
4/20/1996,364.27
4/27/1996,365
5/4/1996,364.79
5/11/1996,365.24
5/18/1996,365.61
5/25/1996,365.3
6/1/1996,364.73
6/8/1996,365.06
6/15/1996,365.14
6/22/1996,364.87
6/29/1996,364.17
7/6/1996,364.06
7/13/1996,363.62
7/20/1996,363.25
7/27/1996,362.71
8/3/1996,361.65
8/10/1996,361.97
8/17/1996,361.16
8/24/1996,360.72
8/31/1996,360.69
9/7/1996,359.73
9/14/1996,359.69
9/21/1996,358.96
9/28/1996,358.92
10/5/1996,359.32
10/12/1996,359.39
10/19/1996,359.74
10/26/1996,359.74
11/2/1996,359.81
11/9/1996,360.4
11/16/1996,360.67
11/23/1996,361.12
11/30/1996,361.28
12/7/1996,361.85
12/14/1996,362.56
12/21/1996,362.35
12/28/1996,362.5
1/4/1997,362.83
1/11/1997,362.88
1/18/1997,363.04
1/25/1997,363.39
2/1/1997,363.16
2/8/1997,364.07
2/15/1997,363.9
2/22/1997,364.12
3/1/1997,364.38
3/8/1997,364.04
3/15/1997,364.07
3/22/1997,364.63
3/29/1997,365.31
4/5/1997,365.68
4/12/1997,366.13
4/19/1997,366.57
4/26/1997,366.67
5/3/1997,366.64
5/10/1997,366.68
5/17/1997,366.91
5/24/1997,366.49
5/31/1997,366.24
6/7/1997,365.6
6/14/1997,365.49
6/21/1997,365.42
6/28/1997,365.05
7/5/1997,364.98
7/12/1997,364.56
7/19/1997,364
7/26/1997,363.69
8/2/1997,363.28
8/9/1997,363.25
8/16/1997,362.52
8/23/1997,361.4
8/30/1997,361.55
9/6/1997,360.58
9/13/1997,360.15
9/20/1997,359.97
9/27/1997,359.7
10/4/1997,360.43
10/11/1997,360.38
10/18/1997,360.96
10/25/1997,361.02
11/1/1997,361.6
11/8/1997,362.08
11/15/1997,361.95
11/22/1997,362.54
11/29/1997,363.4
12/6/1997,363.86
12/13/1997,363.84
12/20/1997,364.16
12/27/1997,364.98
1/3/1998,365.13
1/10/1998,365.19
1/17/1998,365.24
1/24/1998,365.27
1/31/1998,365.58
2/7/1998,365.95
2/14/1998,365.41
2/21/1998,365.97
2/28/1998,367.25
3/7/1998,366.91
3/14/1998,366.55
3/21/1998,367.38
3/28/1998,368.46
4/4/1998,368.58
4/11/1998,368.57
4/18/1998,367.94
4/25/1998,368.79
5/2/1998,369.06
5/9/1998,368.72
5/16/1998,368.4
5/23/1998,369.55
5/30/1998,369.59
6/6/1998,369.3
6/13/1998,368.77
6/20/1998,368.43
6/27/1998,368.25
7/4/1998,367.94
7/11/1998,367.43
7/18/1998,367.56
7/25/1998,367.26
8/1/1998,366.77
8/8/1998,366.36
8/15/1998,365.54
8/22/1998,365.53
8/29/1998,364.15
9/5/1998,364.64
9/12/1998,363.86
9/19/1998,363.4
9/26/1998,363.5
10/3/1998,363.91
10/10/1998,364.07
10/17/1998,364.36
10/24/1998,364.39
10/31/1998,364.6
11/7/1998,364.95
11/14/1998,365.38
11/21/1998,365.7
11/28/1998,365.9
12/5/1998,366.36
12/12/1998,366.64
12/19/1998,367.2
12/26/1998,367.28
1/2/1999,367.48
1/9/1999,367.77
1/16/1999,367.7
1/23/1999,368.23
1/30/1999,369.15
2/6/1999,369.09
2/13/1999,368.8
2/20/1999,368.95
2/27/1999,368.42
3/6/1999,368.03
3/13/1999,369.48
3/20/1999,370.17
3/27/1999,370.55
4/3/1999,371.01
4/10/1999,371.49
4/17/1999,370.97
4/24/1999,370.22
5/1/1999,370.72
5/8/1999,371.23
5/15/1999,370.99
5/22/1999,370.79
5/29/1999,370.31
6/5/1999,370.88
6/12/1999,370.23
6/19/1999,369.87
6/26/1999,369.87
7/3/1999,369.39
7/10/1999,370.05
7/17/1999,369.44
7/24/1999,368.56
7/31/1999,367.38
8/7/1999,367.55
8/14/1999,366.67
8/21/1999,366.35
8/28/1999,366.07
9/4/1999,364.12
9/11/1999,364.66
9/18/1999,365.16
9/25/1999,364.64
10/2/1999,364.53
10/9/1999,365.02
10/16/1999,364.85
10/23/1999,365.61
10/30/1999,365.72
11/6/1999,366.14
11/13/1999,366.66
11/20/1999,366.65
11/27/1999,367.1
12/4/1999,367.38
12/11/1999,368.01
12/18/1999,367.96
12/25/1999,368.18
1/1/2000,368.65
1/8/2000,368.54
1/15/2000,369.03
1/22/2000,369.84
1/29/2000,369.26
2/5/2000,369.09
2/12/2000,369.57
2/19/2000,369.36
2/26/2000,369.52
3/4/2000,370.02
3/11/2000,370
3/18/2000,370.89
3/25/2000,370.77
4/1/2000,370.95
4/8/2000,371.72
4/15/2000,371.82
4/22/2000,372.01
4/29/2000,371.28
5/6/2000,371.27
5/13/2000,371.74
5/20/2000,371.92
5/27/2000,371.82
6/3/2000,371.89
6/10/2000,371.62
6/17/2000,371.73
6/24/2000,371.32
7/1/2000,370.87
7/8/2000,370.08
7/15/2000,370.2
7/22/2000,369.76
7/29/2000,369.01
8/5/2000,368.77
8/12/2000,368.37
8/19/2000,367.69
8/26/2000,367.16
9/2/2000,367.19
9/9/2000,366.75
9/16/2000,366.26
9/23/2000,366.25
9/30/2000,366.45
10/7/2000,366.33
10/14/2000,366.66
10/21/2000,366.7
10/28/2000,367.37
11/4/2000,367.69
11/11/2000,368.02
11/18/2000,368.67
11/25/2000,368.33
12/2/2000,369.01
12/9/2000,369.66
12/16/2000,369.32
12/23/2000,369.56
12/30/2000,369.82
1/6/2001,369.86
1/13/2001,370.27
1/20/2001,370.01
1/27/2001,370.83
2/3/2001,371.37
2/10/2001,371.2
2/17/2001,371.74
2/24/2001,371.25
3/3/2001,372.26
3/10/2001,372.23
3/17/2001,372.14
3/24/2001,371.89
3/31/2001,372.1
4/7/2001,372.74
4/14/2001,372.76
4/21/2001,373.09
4/28/2001,372.83
5/5/2001,373.75
5/12/2001,374
5/19/2001,373.77
5/26/2001,373.97
6/2/2001,373.92
6/9/2001,373.19
6/16/2001,372.9
6/23/2001,372.96
6/30/2001,372.82
7/7/2001,372.21
7/14/2001,371.43
7/21/2001,371.28
7/28/2001,370.68
8/4/2001,369.99
8/11/2001,369.62
8/18/2001,369.35
8/25/2001,369.07
9/1/2001,368.53
9/8/2001,368.26
9/15/2001,368.1
9/22/2001,367.53
9/29/2001,367.48
10/6/2001,367.85
10/13/2001,367.65
10/20/2001,368.15
10/27/2001,368.84
11/3/2001,368.79
11/10/2001,368.95
11/17/2001,369.76
11/24/2001,370.36
12/1/2001,370.43
12/8/2001,370.95
12/15/2001,371.26
12/22/2001,371.43
12/29/2001,371.59
1/5/2002,371.86
1/12/2002,372.18
1/19/2002,372.96
1/26/2002,372.38
2/2/2002,372.77
2/9/2002,372.85
2/16/2002,372.76
2/23/2002,373.32
3/2/2002,373.21
3/9/2002,373.39
3/16/2002,373.29
3/23/2002,373.43
3/30/2002,374.22
4/6/2002,374.42
4/13/2002,374.47
4/20/2002,374.98
4/27/2002,375.4
5/4/2002,375.71
5/11/2002,374.88
5/18/2002,375.17
5/25/2002,375.85
6/1/2002,375.71
6/8/2002,375.59
6/15/2002,375.05
6/22/2002,375.43
6/29/2002,374.4
7/6/2002,374.55
7/13/2002,374.06
7/20/2002,373.61
7/27/2002,373.09
8/3/2002,372.86
8/10/2002,371.66
8/17/2002,370.96
8/24/2002,370.8
8/31/2002,370.05
9/7/2002,371.32
9/14/2002,371.09
9/21/2002,370.38
9/28/2002,369.9
10/5/2002,369.61
10/12/2002,369.97
10/19/2002,370.99
10/26/2002,370.37
11/2/2002,371.6
11/9/2002,371.48
11/16/2002,372.01
11/23/2002,372.62
11/30/2002,372.58
12/7/2002,373.25
12/14/2002,373.37
12/21/2002,374.09
12/28/2002,374.53
1/4/2003,374.42
1/11/2003,374.39
1/18/2003,374.75
1/25/2003,374.82
2/1/2003,375.16
2/8/2003,374.74
2/15/2003,375.63
2/22/2003,376.29
3/1/2003,375.75
3/8/2003,375.82
3/15/2003,375.69
3/22/2003,376.37
3/29/2003,376.75
4/5/2003,376.74
4/12/2003,377.23
4/19/2003,378.04
4/26/2003,378.39
5/3/2003,378.04
5/10/2003,377.42
5/17/2003,378.72
5/24/2003,378.64
5/31/2003,378.22
6/7/2003,378.33
6/21/2003,377.28
6/28/2003,377.79
7/5/2003,376.37
7/12/2003,376.99
7/19/2003,376.64
7/26/2003,375.92
8/2/2003,375.41
8/9/2003,374.61
8/16/2003,374
8/23/2003,374.41
8/30/2003,373.42
9/6/2003,373.03
9/13/2003,372.7
9/20/2003,373.02
9/27/2003,372.97
10/4/2003,372.81
10/25/2003,373.27
11/1/2003,373.44
11/8/2003,373.7
11/15/2003,374.39
11/22/2003,375.15
11/29/2003,374.66
12/6/2003,374.41
12/13/2003,376.09
12/20/2003,375.99
12/27/2003,376.37
1/3/2004,376.11
1/10/2004,376.11
1/17/2004,376.95
1/24/2004,377.23
1/31/2004,377.43
2/7/2004,377.41
2/14/2004,376.94
2/21/2004,377.29
2/28/2004,377.61
3/6/2004,377.99
3/13/2004,379.34
3/20/2004,378.41
3/27/2004,378.44
4/3/2004,380.03
4/10/2004,380.35
4/17/2004,380.5
4/24/2004,380.65
5/1/2004,380.22
5/8/2004,380.98
5/15/2004,380.45
5/22/2004,380.27
5/29/2004,380.6
6/5/2004,379.56
6/12/2004,379.94
6/19/2004,379.24
6/26/2004,379.01
7/3/2004,378.38
7/10/2004,377.98
7/17/2004,377.28
7/24/2004,376.94
7/31/2004,377.3
8/7/2004,376.5
8/14/2004,375.78
8/21/2004,375.64
8/28/2004,374.57
9/4/2004,373.77
9/11/2004,374.51
9/18/2004,374.09
9/25/2004,373.75
10/2/2004,373.96
10/9/2004,373.9
10/16/2004,374
10/23/2004,374.53
10/30/2004,374.97
11/6/2004,375.01
11/13/2004,376.08
11/20/2004,376.41
11/27/2004,376.08
12/4/2004,377.04
12/11/2004,377.32
12/18/2004,377.45
12/25/2004,377.63
1/1/2005,378.01
1/8/2005,378.16
1/15/2005,378.31
1/22/2005,378.29
1/29/2005,378.61
2/5/2005,378.97
2/12/2005,379.26
2/19/2005,380.2
3/26/2005,380.54
4/2/2005,382.04
4/9/2005,382.22
4/16/2005,381.32
4/23/2005,382.05
4/30/2005,382.35
5/7/2005,381.48
5/14/2005,382.5
5/21/2005,382.11
5/28/2005,382.55
6/4/2005,382.33
6/11/2005,382.28
6/18/2005,382.09
6/25/2005,381.45
7/2/2005,381.12
7/9/2005,380.87
7/16/2005,380.6
7/23/2005,380.32
7/30/2005,379.83
8/6/2005,379.17
8/13/2005,378.94
8/20/2005,378.37
8/27/2005,377.66
9/3/2005,377.79
9/10/2005,376.29
9/17/2005,376.1
9/24/2005,375.92
10/1/2005,376.3
10/8/2005,376.41
10/15/2005,377.08
10/22/2005,377.28
10/29/2005,377.21
11/5/2005,377.73
11/12/2005,378.03
11/19/2005,378.71
11/26/2005,378.74
12/3/2005,379.38
12/10/2005,380.06
12/17/2005,380.05
12/24/2005,380.1
12/31/2005,380.4
1/7/2006,381.25
1/14/2006,381.38
1/21/2006,381.54
1/28/2006,381.44
2/4/2006,382
2/25/2006,381.83
3/4/2006,382.36
3/11/2006,382.52
3/18/2006,382.71
3/25/2006,382.51
4/1/2006,382.93
4/8/2006,384.62
4/15/2006,384.64
4/22/2006,384.68
4/29/2006,384.59
5/6/2006,384.88
5/13/2006,384.84
5/20/2006,385.31
5/27/2006,384.27
6/3/2006,384.26
6/10/2006,384.28
6/17/2006,384.03
6/24/2006,383.52
7/1/2006,382.97
7/8/2006,382.75
7/15/2006,381.24
7/22/2006,381.78
7/29/2006,381.52
8/5/2006,381.18
8/12/2006,380.6
8/19/2006,380.17
8/26/2006,379.73
9/2/2006,379.48
9/9/2006,378.63
9/16/2006,378.76
9/23/2006,378.46
9/30/2006,378.96
10/7/2006,378.75
10/14/2006,379.11
10/21/2006,379.19
10/28/2006,379.54
11/4/2006,379.64
11/11/2006,379.78
11/18/2006,379.95
11/25/2006,381.39
12/2/2006,381.28
12/9/2006,381.57
12/16/2006,381.77
12/23/2006,381.93
12/30/2006,381.73
1/6/2007,382.61
1/13/2007,382.32
1/20/2007,381.81
2/3/2007,383.06
2/10/2007,383.57
2/17/2007,384.19
2/24/2007,383.73
3/3/2007,383.68
3/10/2007,383.61
3/17/2007,384.25
3/24/2007,384.93
3/31/2007,385.9
4/7/2007,385.43
4/14/2007,386.27
4/21/2007,386.97
4/28/2007,386.39
5/5/2007,385.82
5/12/2007,386.51
5/19/2007,386
5/26/2007,386.9
6/2/2007,386.57
6/9/2007,386.2
6/16/2007,386.26
6/23/2007,384.92
6/30/2007,384.82
7/7/2007,384.89
7/14/2007,384.72
7/21/2007,383.94
7/28/2007,383.38
8/4/2007,382.48
8/11/2007,381.69
8/18/2007,381.57
8/25/2007,381.64
9/1/2007,381.66
9/8/2007,380.71
9/15/2007,380.72
9/22/2007,380.9
9/29/2007,380.77
10/6/2007,380.65
10/13/2007,380.65
